version,release_date,feature_name,category,models,hardware,description
2024.14.3,"April 29, 2024",Adaptive High Beams,New Feature,,,
2024.14.3,"April 29, 2024",Locking Differentials,New Feature,,,
2024.14.3,"April 29, 2024",Trail Assist,New Feature,,,
2024.14.3,"April 29, 2024",Slippery Surface,New Feature,,,
2024.14.3,"April 29, 2024",Ride and Handling with a Load,New Feature,,,
2024.14.3,"April 29, 2024",CyberTent Mode,New Feature,,,
2024.14.3,"April 29, 2024",Off-Road Mode,New Feature,,,
2024.14.3,"April 29, 2024",Terrain Options in Baja Mode,New Feature,,,
2024.14.3,"April 29, 2024",Beach Buggy Racing 2,New Feature,,,
2024.14.3,"April 29, 2024",Cabin Overheat Protection,New Feature,,,
2024.14.3,"April 29, 2024",Customize Scroll Wheel Functions,New Feature,,,
2024.14.3,"April 29, 2024",Cybertruck Colorizer,New Feature,,,
2024.14.3,"April 29, 2024",Improved Turning Circle,New Feature,,,
2024.14.3,"April 29, 2024",Front Passenger Air Vent,New Feature,,,
2024.14.3,"April 29, 2024",New Lock Sounds,New Feature,,,
2024.14.3,"April 29, 2024",Zoom,New Feature,,,
2024.14.3,"April 29, 2024",Security Improvements,New Feature,,,
2024.14.3,"April 29, 2024",Entertainment Apps UI,Undocumented Change,,,
2024.14.3,"April 29, 2024",Tesla Theater UI,Undocumented Change,,,
2024.14.3,"April 29, 2024",Status Bar Icons,Undocumented Change,,,
2024.14.3,"April 29, 2024",New Auto Shift User Interface,Undocumented Change,,,
2024.14.3,"April 29, 2024",New Media Player,Undocumented Change,,,
2024.14.3,"April 29, 2024",Charging Display,Undocumented Change,,,
2024.14.3,"April 29, 2024",Pause Trunk Opening,Undocumented Change,,,
2024.14.3,"April 29, 2024",Larger Speedometer,Undocumented Change,,,
2024.14.3,"April 29, 2024",Power Meter,Undocumented Change,,,
2024.14.5,"May 6, 2024",FSD (Supervised) v12.3.6,New Feature,,,
2024.14.5,"May 6, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.14.5,"May 6, 2024",Tesla Vision Park Assist,New Feature,,,
2024.14.5,"May 6, 2024",Visual Updates,New Feature,,,
2024.14.5,"May 6, 2024",Audible,New Feature,,,
2024.14.5,"May 6, 2024",Hands-Free Trunk,New Feature,,,
2024.14.5,"May 6, 2024",Preview of Sentry Mode Recordings,New Feature,,,
2024.14.5,"May 6, 2024",Trip Progress Bar,New Feature,,,
2024.14.5,"May 6, 2024",Spotify Queue and Playback Speed,New Feature,,,
2024.14.5,"May 6, 2024",Better Route Available,New Feature,,,
2024.14.5,"May 6, 2024",Wiper Controls,New Feature,,,
2024.14.5,"May 6, 2024",Other Updates,New Feature,,,
2024.14.5,"May 6, 2024",Auto Shift (Beta),New Feature,,,
2024.14.5,"May 6, 2024",Speed Camera Chime,New Feature,,,
2024.14.5,"May 6, 2024",Average Speed Zones,New Feature,,,
2024.14.5,"May 6, 2024",Adaptive High Beams,New Feature,,,
2024.14.5,"May 6, 2024",Locking Differentials,New Feature,,,
2024.14.5,"May 6, 2024",Trail Assist,New Feature,,,
2024.14.5,"May 6, 2024",Slippery Surface,New Feature,,,
2024.14.5,"May 6, 2024",Ride and Handling with a Load,New Feature,,,
2024.14.5,"May 6, 2024",CyberTent Mode,New Feature,,,
2024.14.5,"May 6, 2024",Off-Road Mode,New Feature,,,
2024.14.5,"May 6, 2024",Terrain Options in Baja Mode,New Feature,,,
2024.14.5,"May 6, 2024",Beach Buggy Racing 2,New Feature,,,
2024.14.5,"May 6, 2024",Cabin Overheat Protection,New Feature,,,
2024.14.5,"May 6, 2024",Customize Scroll Wheel Functions,New Feature,,,
2024.14.5,"May 6, 2024",Cybertruck Colorizer,New Feature,,,
2024.14.5,"May 6, 2024",Improved Turning Circle,New Feature,,,
2024.14.5,"May 6, 2024",Front Passenger Air Vent,New Feature,,,
2024.14.5,"May 6, 2024",New Lock Sounds,New Feature,,,
2024.14.5,"May 6, 2024",Zoom,New Feature,,,
2024.14.5,"May 6, 2024",Security Improvements,New Feature,,,
2024.14.5,"May 6, 2024",Entertainment Apps UI,Undocumented Change,,,
2024.14.5,"May 6, 2024",Tesla Theater UI,Undocumented Change,,,
2024.14.5,"May 6, 2024",Status Bar Icons,Undocumented Change,,,
2024.14.5,"May 6, 2024",New Auto Shift User Interface,Undocumented Change,,,
2024.14.5,"May 6, 2024",New Media Player,Undocumented Change,,,
2024.14.5,"May 6, 2024",Charging Display,Undocumented Change,,,
2024.14.5,"May 6, 2024",Pause Trunk Opening,Undocumented Change,,,
2024.14.5,"May 6, 2024",Larger Speedometer,Undocumented Change,,,
2024.14.5,"May 6, 2024",Power Meter,Undocumented Change,,,
2024.14.6,"May 10, 2024",FSD (Supervised) v12.3.6,New Feature,,,
2024.14.6,"May 10, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.14.6,"May 10, 2024",Tesla Vision Park Assist,New Feature,,,
2024.14.6,"May 10, 2024",Visual Updates,New Feature,,,
2024.14.6,"May 10, 2024",Audible,New Feature,,,
2024.14.6,"May 10, 2024",Hands-Free Trunk,New Feature,,,
2024.14.6,"May 10, 2024",Preview of Sentry Mode Recordings,New Feature,,,
2024.14.6,"May 10, 2024",Trip Progress Bar,New Feature,,,
2024.14.6,"May 10, 2024",Spotify Queue and Playback Speed,New Feature,,,
2024.14.6,"May 10, 2024",Better Route Available,New Feature,,,
2024.14.6,"May 10, 2024",Wiper Controls,New Feature,,,
2024.14.6,"May 10, 2024",Other Updates,New Feature,,,
2024.14.6,"May 10, 2024",Auto Shift (Beta),New Feature,,,
2024.14.6,"May 10, 2024",Speed Camera Chime,New Feature,,,
2024.14.6,"May 10, 2024",Average Speed Zones,New Feature,,,
2024.14.6,"May 10, 2024",Adaptive High Beams,New Feature,,,
2024.14.6,"May 10, 2024",Locking Differentials,New Feature,,,
2024.14.6,"May 10, 2024",Trail Assist,New Feature,,,
2024.14.6,"May 10, 2024",Slippery Surface,New Feature,,,
2024.14.6,"May 10, 2024",Ride and Handling with a Load,New Feature,,,
2024.14.6,"May 10, 2024",CyberTent Mode,New Feature,,,
2024.14.6,"May 10, 2024",Off-Road Mode,New Feature,,,
2024.14.6,"May 10, 2024",Terrain Options in Baja Mode,New Feature,,,
2024.14.6,"May 10, 2024",Beach Buggy Racing 2,New Feature,,,
2024.14.6,"May 10, 2024",Cabin Overheat Protection,New Feature,,,
2024.14.6,"May 10, 2024",Customize Scroll Wheel Functions,New Feature,,,
2024.14.6,"May 10, 2024",Cybertruck Colorizer,New Feature,,,
2024.14.6,"May 10, 2024",Improved Turning Circle,New Feature,,,
2024.14.6,"May 10, 2024",Front Passenger Air Vent,New Feature,,,
2024.14.6,"May 10, 2024",New Lock Sounds,New Feature,,,
2024.14.6,"May 10, 2024",Zoom,New Feature,,,
2024.14.6,"May 10, 2024",Security Improvements,New Feature,,,
2024.14.6,"May 10, 2024",Driver Profile,Undocumented Change,,,
2024.14.6,"May 10, 2024",Entertainment Apps UI,Undocumented Change,,,
2024.14.6,"May 10, 2024",Cybertruck New Icon,Undocumented Change,,,
2024.14.6,"May 10, 2024",Tesla Theater UI,Undocumented Change,,,
2024.14.6,"May 10, 2024",FSD Version,Undocumented Change,,,
2024.14.6,"May 10, 2024",Navigation Path,Undocumented Change,,,
2024.14.6,"May 10, 2024",Vehicle Visualization,Undocumented Change,,,
2024.14.6,"May 10, 2024",Nav App,Undocumented Change,,,
2024.14.6,"May 10, 2024",Climate Icon,Undocumented Change,,,
2024.14.6,"May 10, 2024",Explicit Content Filter for Apple Music,Undocumented Change,,,
2024.14.6,"May 10, 2024",Pedals & Steering Menu Updated,Undocumented Change,,,
2024.14.6,"May 10, 2024",Quick Controls Updated,Undocumented Change,,,
2024.14.6,"May 10, 2024",Search Menus,Undocumented Change,,,
2024.14.6,"May 10, 2024",Sentry Mode Video,Undocumented Change,,,
2024.14.6,"May 10, 2024",New Media Player,Undocumented Change,,,
2024.14.6,"May 10, 2024",Status Bar Icons,Undocumented Change,,,
2024.14.6,"May 10, 2024",New Auto Shift User Interface,Undocumented Change,,,
2024.14.6,"May 10, 2024",Charging Display,Undocumented Change,,,
2024.14.6,"May 10, 2024",Pause Trunk Opening,Undocumented Change,,,
2024.14.6,"May 10, 2024",Larger Speedometer,Undocumented Change,,,
2024.14.6,"May 10, 2024",Power Meter,Undocumented Change,,,
2024.14.6,"May 10, 2024",Improved Autopilot Visualizations,Undocumented Change,,,
2024.2,"January 18, 2024",Adaptive High Beams,New Feature,,,
2024.2,"January 18, 2024",Security Improvements,New Feature,,,
2024.2,"January 18, 2024",Supercharging Tips,Undocumented Change,,,
2024.2,"January 18, 2024",PIN to Drive,Undocumented Change,,,
2024.2.11,"March 21, 2024",Improved Driving Visualization,New Feature,,,
2024.2.11,"March 21, 2024",Autopark,New Feature,,,
2024.2.11,"March 21, 2024",Time Until Charging Starts,New Feature,,,
2024.2.11,"March 21, 2024",Estimated Battery Range Update,New Feature,,,
2024.2.11,"March 21, 2024",Supercharging in Cold Weather,New Feature,,,
2024.2.11,"March 21, 2024",Ultra-Wideband Phone Key,New Feature,,,
2024.2.11,"March 21, 2024",Reminder to Plug In at Home,New Feature,,,
2024.2.11,"March 21, 2024",Improved Ride and Handling,New Feature,,,
2024.2.11,"March 21, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,,,
2024.2.11,"March 21, 2024",Adaptive High Beams,New Feature,,,
2024.2.11,"March 21, 2024",More Efficient Charging,New Feature,,,
2024.2.11,"March 21, 2024",Security Improvements,New Feature,,,
2024.2.11,"March 21, 2024",Unlock Buttons,Undocumented Change,,,
2024.2.11,"March 21, 2024",Trips Menu Redesign,Undocumented Change,,,
2024.2.11,"March 21, 2024",Supercharging Tips,Undocumented Change,,,
2024.2.11,"March 21, 2024",PIN to Drive,Undocumented Change,,,
2024.2.11,"March 21, 2024",All Apps Menu,Undocumented Change,,,
2024.2.11,"March 21, 2024",Additional Vehicle Info,Undocumented Change,,,
2024.2.11,"March 21, 2024",Software Version in App,Undocumented Change,,,
2024.2.2.1,"January 31, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,,,
2024.2.2.1,"January 31, 2024",Adaptive High Beams,New Feature,,,
2024.2.2.1,"January 31, 2024",More Efficient Charging,New Feature,,,
2024.2.2.1,"January 31, 2024",Security Improvements,New Feature,,,
2024.2.2.1,"January 31, 2024",Unlock Buttons,Undocumented Change,,,
2024.2.2.1,"January 31, 2024",Trips Menu Redesign,Undocumented Change,,,
2024.2.2.1,"January 31, 2024",Supercharging Tips,Undocumented Change,,,
2024.2.2.1,"January 31, 2024",PIN to Drive,Undocumented Change,,,
2024.2.2.1,"January 31, 2024",All Apps Menu,Undocumented Change,,,
2024.2.2.1,"January 31, 2024",Additional Vehicle Info,Undocumented Change,,,
2024.2.2.1,"January 31, 2024",Software Version in App,Undocumented Change,,,
2024.2.3,"February 6, 2024",Ultra-Wideband Phone Key,New Feature,,,
2024.2.3,"February 6, 2024",Reminder to Plug In at Home,New Feature,,,
2024.2.3,"February 6, 2024",Improved Ride and Handling,New Feature,,,
2024.2.3,"February 6, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,,,
2024.2.3,"February 6, 2024",Adaptive High Beams,New Feature,,,
2024.2.3,"February 6, 2024",More Efficient Charging,New Feature,,,
2024.2.3,"February 6, 2024",Security Improvements,New Feature,,,
2024.2.3,"February 6, 2024",Unlock Buttons,Undocumented Change,,,
2024.2.3,"February 6, 2024",Trips Menu Redesign,Undocumented Change,,,
2024.2.3,"February 6, 2024",Supercharging Tips,Undocumented Change,,,
2024.2.3,"February 6, 2024",PIN to Drive,Undocumented Change,,,
2024.2.3,"February 6, 2024",All Apps Menu,Undocumented Change,,,
2024.2.3,"February 6, 2024",Additional Vehicle Info,Undocumented Change,,,
2024.2.3,"February 6, 2024",Software Version in App,Undocumented Change,,,
2024.2.6,"February 10, 2024",Time Until Charging Starts,New Feature,,,
2024.2.6,"February 10, 2024",Estimated Battery Range Update,New Feature,,,
2024.2.6,"February 10, 2024",Supercharging in Cold Weather,New Feature,,,
2024.2.6,"February 10, 2024",Ultra-Wideband Phone Key,New Feature,,,
2024.2.6,"February 10, 2024",Reminder to Plug In at Home,New Feature,,,
2024.2.6,"February 10, 2024",Improved Ride and Handling,New Feature,,,
2024.2.6,"February 10, 2024",Over-the-Air Recall: Telltale Text Size,New Feature,,,
2024.2.6,"February 10, 2024",Adaptive High Beams,New Feature,,,
2024.2.6,"February 10, 2024",More Efficient Charging,New Feature,,,
2024.2.6,"February 10, 2024",Security Improvements,New Feature,,,
2024.2.6,"February 10, 2024",Unlock Buttons,Undocumented Change,,,
2024.2.6,"February 10, 2024",Trips Menu Redesign,Undocumented Change,,,
2024.2.6,"February 10, 2024",Supercharging Tips,Undocumented Change,,,
2024.2.6,"February 10, 2024",PIN to Drive,Undocumented Change,,,
2024.2.6,"February 10, 2024",All Apps Menu,Undocumented Change,,,
2024.2.6,"February 10, 2024",Additional Vehicle Info,Undocumented Change,,,
2024.2.6,"February 10, 2024",Software Version in App,Undocumented Change,,,
2024.20,"May 25, 2024",Headlights Adapt for Curves,New Feature,,,
2024.20,"May 25, 2024",Adaptive Headlight Improvements,New Feature,,,
2024.20,"May 25, 2024",Autopilot Suspension,New Feature,,,
2024.20,"May 25, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,,,
2024.20,"May 25, 2024",Hot Weather Improvements,New Feature,,,
2024.20,"May 25, 2024",Hot Weather Improvements,New Feature,,,
2024.20,"May 25, 2024",Security Improvements,New Feature,,,
2024.20,"May 25, 2024",Sharing Location Indicator,Undocumented Change,,,
2024.20,"May 25, 2024",Autopilot Attention Warning,Undocumented Change,,,
2024.20,"May 25, 2024",Tesla Atari Games Removed,Undocumented Change,,,
2024.20,"May 25, 2024",Explicit Content Filter for TIDAL,Undocumented Change,,,
2024.20.1,"June 6, 2024",Power Front Door,New Feature,,,
2024.20.1,"June 6, 2024",Headlights Adapt for Curves,New Feature,,,
2024.20.1,"June 6, 2024",Adaptive Headlight Improvements,New Feature,,,
2024.20.1,"June 6, 2024",Autopilot Suspension,New Feature,,,
2024.20.1,"June 6, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,,,
2024.20.1,"June 6, 2024",Hot Weather Improvements,New Feature,,,
2024.20.1,"June 6, 2024",Hot Weather Improvements,New Feature,,,
2024.20.1,"June 6, 2024",Security Improvements,New Feature,,,
2024.20.1,"June 6, 2024",Sharing Location Indicator,Undocumented Change,,,
2024.20.1,"June 6, 2024",Autopilot Attention Warning,Undocumented Change,,,
2024.20.1,"June 6, 2024",Tesla Atari Games Removed,Undocumented Change,,,
2024.20.1,"June 6, 2024",Explicit Content Filter for TIDAL,Undocumented Change,,,
2024.20.10,"July 23, 2024",FSD (Supervised) v12.5,New Feature,,,
2024.20.10,"July 23, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.20.10,"July 23, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.20.10,"July 23, 2024",Autopilot Suspension,New Feature,,,
2024.20.10,"July 23, 2024",Power Front Door,New Feature,,,
2024.20.10,"July 23, 2024",Headlights Adapt for Curves,New Feature,,,
2024.20.10,"July 23, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,,,
2024.20.10,"July 23, 2024",Hot Weather Improvements,New Feature,,,
2024.20.10,"July 23, 2024",Security Improvements,New Feature,,,
2024.20.10,"July 23, 2024",OTA Recall,Undocumented Change,,,
2024.20.10,"July 23, 2024",Autopilot Attention Warning,Undocumented Change,,,
2024.20.10,"July 23, 2024",Sharing Location Indicator,Undocumented Change,,,
2024.20.10,"July 23, 2024",Tesla Atari Games Removed,Undocumented Change,,,
2024.20.10,"July 23, 2024",Explicit Content Filter for TIDAL,Undocumented Change,,,
2024.20.10,"July 23, 2024",Green Dot When Monitoring is Active,Undocumented Change,,,
2024.20.15,"July 27, 2024",FSD (Supervised) v12.5.1,New Feature,,,
2024.20.15,"July 27, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.20.15,"July 27, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.20.15,"July 27, 2024",Autopilot Suspension,New Feature,,,
2024.20.15,"July 27, 2024",Power Front Door,New Feature,,,
2024.20.15,"July 27, 2024",Headlights Adapt for Curves,New Feature,,,
2024.20.15,"July 27, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,,,
2024.20.15,"July 27, 2024",Hot Weather Improvements,New Feature,,,
2024.20.15,"July 27, 2024",Security Improvements,New Feature,,,
2024.20.15,"July 27, 2024",OTA Recall,Undocumented Change,,,
2024.20.15,"July 27, 2024",Autopilot Attention Warning,Undocumented Change,,,
2024.20.15,"July 27, 2024",Sharing Location Indicator,Undocumented Change,,,
2024.20.15,"July 27, 2024",Tesla Atari Games Removed,Undocumented Change,,,
2024.20.15,"July 27, 2024",Explicit Content Filter for TIDAL,Undocumented Change,,,
2024.20.15,"July 27, 2024",Green Dot When Monitoring is Active,Undocumented Change,,,
2024.20.3,"June 18, 2024",Power Front Door,New Feature,,,
2024.20.3,"June 18, 2024",Headlights Adapt for Curves,New Feature,,,
2024.20.3,"June 18, 2024",Adaptive Headlight Improvements,New Feature,,,
2024.20.3,"June 18, 2024",Autopilot Suspension,New Feature,,,
2024.20.3,"June 18, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,,,
2024.20.3,"June 18, 2024",Hot Weather Improvements,New Feature,,,
2024.20.3,"June 18, 2024",Hot Weather Improvements,New Feature,,,
2024.20.3,"June 18, 2024",Security Improvements,New Feature,,,
2024.20.3,"June 18, 2024",OTA Recall,Undocumented Change,,,
2024.20.3,"June 18, 2024",Sharing Location Indicator,Undocumented Change,,,
2024.20.3,"June 18, 2024",Autopilot Attention Warning,Undocumented Change,,,
2024.20.3,"June 18, 2024",Tesla Atari Games Removed,Undocumented Change,,,
2024.20.3,"June 18, 2024",Explicit Content Filter for TIDAL,Undocumented Change,,,
2024.20.6,"June 25, 2024",Autopark,New Feature,,,
2024.20.6,"June 25, 2024",Power Front Door,New Feature,,,
2024.20.6,"June 25, 2024",Headlights Adapt for Curves,New Feature,,,
2024.20.6,"June 25, 2024",Adaptive Headlight Improvements,New Feature,,,
2024.20.6,"June 25, 2024",Autopilot Suspension,New Feature,,,
2024.20.6,"June 25, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,,,
2024.20.6,"June 25, 2024",Hot Weather Improvements,New Feature,,,
2024.20.6,"June 25, 2024",Hot Weather Improvements,New Feature,,,
2024.20.6,"June 25, 2024",Security Improvements,New Feature,,,
2024.20.6,"June 25, 2024",OTA Recall,Undocumented Change,,,
2024.20.6,"June 25, 2024",Sharing Location Indicator,Undocumented Change,,,
2024.20.6,"June 25, 2024",Autopilot Attention Warning,Undocumented Change,,,
2024.20.6,"June 25, 2024",Tesla Atari Games Removed,Undocumented Change,,,
2024.20.6,"June 25, 2024",Explicit Content Filter for TIDAL,Undocumented Change,,,
2024.20.7,"June 30, 2024",DC Fast Charging,New Feature,,,
2024.20.7,"June 30, 2024",Autopark,New Feature,,,
2024.20.7,"June 30, 2024",Power Front Door,New Feature,,,
2024.20.7,"June 30, 2024",Headlights Adapt for Curves,New Feature,,,
2024.20.7,"June 30, 2024",Adaptive Headlight Improvements,New Feature,,,
2024.20.7,"June 30, 2024",Autopilot Suspension,New Feature,,,
2024.20.7,"June 30, 2024",Beach Buggy Racing 2 - Supercharger Races,New Feature,,,
2024.20.7,"June 30, 2024",Hot Weather Improvements,New Feature,,,
2024.20.7,"June 30, 2024",Hot Weather Improvements,New Feature,,,
2024.20.7,"June 30, 2024",Security Improvements,New Feature,,,
2024.20.7,"June 30, 2024",OTA Recall,Undocumented Change,,,
2024.20.7,"June 30, 2024",Sharing Location Indicator,Undocumented Change,,,
2024.20.7,"June 30, 2024",Autopilot Attention Warning,Undocumented Change,,,
2024.20.7,"June 30, 2024",Tesla Atari Games Removed,Undocumented Change,,,
2024.20.7,"June 30, 2024",Explicit Content Filter for TIDAL,Undocumented Change,,,
2024.26,"July 3, 2024",YouTube Music,New Feature,,,
2024.26,"July 3, 2024",Go on Green,New Feature,,,
2024.26,"July 3, 2024",Amazon Music,New Feature,,,
2024.26,"July 3, 2024",Vision Speed Limits,New Feature,,,
2024.26,"July 3, 2024",Parental Controls,New Feature,,,
2024.26,"July 3, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26,"July 3, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26,"July 3, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26,"July 3, 2024",Other Updates,New Feature,,,
2024.26,"July 3, 2024",Other Updates,New Feature,,,
2024.26,"July 3, 2024",Security Improvements,New Feature,,,
2024.26,"July 3, 2024",Security Improvements,New Feature,,,
2024.26,"July 3, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26,"July 3, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26,"July 3, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26,"July 3, 2024",Service Center Tips,Undocumented Change,,,
2024.26,"July 3, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26,"July 3, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.1,"July 13, 2024",YouTube Music,New Feature,,,
2024.26.1,"July 13, 2024",Go on Green,New Feature,,,
2024.26.1,"July 13, 2024",Vision Speed Limits,New Feature,,,
2024.26.1,"July 13, 2024",Amazon Music,New Feature,,,
2024.26.1,"July 13, 2024",Castle Doombad Classic,New Feature,,,
2024.26.1,"July 13, 2024",Parental Controls,New Feature,,,
2024.26.1,"July 13, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.1,"July 13, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.1,"July 13, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.1,"July 13, 2024",Other Updates,New Feature,,,
2024.26.1,"July 13, 2024",Security Improvements,New Feature,,,
2024.26.1,"July 13, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.1,"July 13, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.1,"July 13, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.1,"July 13, 2024",Service Center Tips,Undocumented Change,,,
2024.26.1,"July 13, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.1,"July 13, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.1,"July 13, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.1,"July 13, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.1,"July 13, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.10,"August 9, 2024",FSD (Supervised) v12.5.1.3,New Feature,,,
2024.26.10,"August 9, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.26.10,"August 9, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.26.10,"August 9, 2024",Go on Green,New Feature,,,
2024.26.10,"August 9, 2024",YouTube Music,New Feature,,,
2024.26.10,"August 9, 2024",Vision Speed Limits,New Feature,,,
2024.26.10,"August 9, 2024",Amazon Music,New Feature,,,
2024.26.10,"August 9, 2024",Castle Doombad Classic,New Feature,,,
2024.26.10,"August 9, 2024",Parental Controls,New Feature,,,
2024.26.10,"August 9, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.10,"August 9, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.10,"August 9, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.10,"August 9, 2024",Other Updates,New Feature,,,
2024.26.10,"August 9, 2024",Security Improvements,New Feature,,,
2024.26.10,"August 9, 2024",Reduce Fan Speed Option,Undocumented Change,,,
2024.26.10,"August 9, 2024",New Key Required Screen,Undocumented Change,,,
2024.26.10,"August 9, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.10,"August 9, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.10,"August 9, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.10,"August 9, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.11,"August 25, 2024",Tesla Vision Park Assist,New Feature,,,
2024.26.11,"August 25, 2024",Over-the-Air (OTA) Recall,New Feature,,,
2024.26.11,"August 25, 2024",YouTube Music,New Feature,,,
2024.26.11,"August 25, 2024",Go on Green,New Feature,,,
2024.26.11,"August 25, 2024",Vision Speed Limits,New Feature,,,
2024.26.11,"August 25, 2024",Amazon Music,New Feature,,,
2024.26.11,"August 25, 2024",Castle Doombad Classic,New Feature,,,
2024.26.11,"August 25, 2024",Parental Controls,New Feature,,,
2024.26.11,"August 25, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.11,"August 25, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.11,"August 25, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.11,"August 25, 2024",Other Updates,New Feature,,,
2024.26.11,"August 25, 2024",Security Improvements,New Feature,,,
2024.26.11,"August 25, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.11,"August 25, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.11,"August 25, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.11,"August 25, 2024",Service Center Tips,Undocumented Change,,,
2024.26.11,"August 25, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.11,"August 25, 2024",Reduce Fan Speed Option,Undocumented Change,,,
2024.26.11,"August 25, 2024",New Key Required Screen,Undocumented Change,,,
2024.26.11,"August 25, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.11,"August 25, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.11,"August 25, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.11,"August 25, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.15,"August 21, 2024",FSD (Supervised) v12.5.1.4,New Feature,,,
2024.26.15,"August 21, 2024",Vision-Based Attention Monitoring,New Feature,,,
2024.26.15,"August 21, 2024",Full Self-Driving (Supervised),New Feature,,,
2024.26.15,"August 21, 2024",YouTube Music,New Feature,,,
2024.26.15,"August 21, 2024",Go on Green,New Feature,,,
2024.26.15,"August 21, 2024",Vision Speed Limits,New Feature,,,
2024.26.15,"August 21, 2024",Amazon Music,New Feature,,,
2024.26.15,"August 21, 2024",Castle Doombad Classic,New Feature,,,
2024.26.15,"August 21, 2024",Parental Controls,New Feature,,,
2024.26.15,"August 21, 2024",Weather Forecast and Air Quality,New Feature,,,
2024.26.15,"August 21, 2024",Schedule Charge and Preconditioning,New Feature,,,
2024.26.15,"August 21, 2024",Navigate to Sub-Destinations,New Feature,,,
2024.26.15,"August 21, 2024",Other Updates,New Feature,,,
2024.26.15,"August 21, 2024",Security Improvements,New Feature,,,
2024.26.15,"August 21, 2024",Show Next Preconditioning / Charging Event,Undocumented Change,,,
2024.26.15,"August 21, 2024",Hide Music Services Per Profile,Undocumented Change,,,
2024.26.15,"August 21, 2024",Audio Balance Per Profile,Undocumented Change,,,
2024.26.15,"August 21, 2024",Service Center Tips,Undocumented Change,,,
2024.26.15,"August 21, 2024",Reduce Fan Speed Hint,Undocumented Change,,,
2024.26.15,"August 21, 2024",Reduce Fan Speed Option,Undocumented Change,,,
2024.26.15,"August 21, 2024",New Key Required Screen,Undocumented Change,,,
2024.26.15,"August 21, 2024",Improved Front Camera Clarity,Undocumented Change,,,
2024.26.15,"August 21, 2024",Traffic-Aware Cruise Control Chime,Undocumented Change,,,
2024.26.15,"August 21, 2024",New Ambient Lighting Options,Undocumented Change,,,
2024.26.15,"August 21, 2024",Improved Climate Panel,Undocumented Change,,,
2024.26.20,"August 23, 2024",FSD (Supervised) v12.5.1.5,New Feature,,,
