version,release_date,feature_name,category,models,hardware,description
2025.14.100.1,"May 24, 2025",Apple Music Improvements,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Language Support,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Sentry Mode Improvement,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Lane Departure Avoidance Updated to FSD,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Improved Dashcam Viewer,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Camera App,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Speedometer,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Sentry Mode Menu,Undocumented Change,,,
2025.14.100.1,"May 24, 2025",Service Mode Release Notes,Undocumented Change,,,
2025.14.12,"May 27, 2025",Child Left Alone Detection,New Feature,,,
2025.14.12,"May 27, 2025",Adaptive Headlights,New Feature,,,
2025.14.12,"May 27, 2025",Blind Spot Camera on Driver Screen,New Feature,,,
2025.14.12,"May 27, 2025",Alternative Trip Plans,New Feature,,,
2025.14.12,"May 27, 2025",Avoid Highways,New Feature,,,
2025.14.12,"May 27, 2025",Dashcam Update and Side Camera Recording,New Feature,,,
2025.14.12,"May 27, 2025",Save Trunk Height Based on Location,New Feature,,,
2025.14.12,"May 27, 2025",Lane Departure Avoidance,New Feature,,,
2025.14.12,"May 27, 2025",Save Frunk Height Based on Location,New Feature,,,
2025.14.12,"May 27, 2025",Comfort Drive Mode in Autopilot,New Feature,,,
2025.14.12,"May 27, 2025",Keyboard Languages,New Feature,,,
2025.14.12,"May 27, 2025",Keep Accessory Power On,New Feature,,,
2025.14.12,"May 27, 2025",Minor Updates,New Feature,,,
2025.14.12,"May 27, 2025",Improvements to Heated Steering Wheel,Undocumented Change,,,
2025.14.12,"May 27, 2025",Apple Music Improvements,Undocumented Change,,,
2025.14.12,"May 27, 2025",Language Support,Undocumented Change,,,
2025.14.12,"May 27, 2025",Sentry Mode Improvement,Undocumented Change,,,
2025.14.12,"May 27, 2025",Lane Departure Avoidance Updated to FSD,Undocumented Change,,,
2025.14.12,"May 27, 2025",Improved Dashcam Viewer,Undocumented Change,,,
2025.14.12,"May 27, 2025",Camera App,Undocumented Change,,,
2025.14.12,"May 27, 2025",Speedometer,Undocumented Change,,,
2025.14.12,"May 27, 2025",Sentry Mode Menu,Undocumented Change,,,
2025.14.12,"May 27, 2025",Service Mode Release Notes,Undocumented Change,,,
2025.14.6,"May 11, 2025",FSD (Supervised) v13.2.9,New Feature,,,
2025.14.6,"May 11, 2025",FSD (Supervised) v13.2.9,New Feature,,,
2025.14.6,"May 11, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.14.6,"May 11, 2025",Fix for Battery Drain,Undocumented Change,,,
2025.14.6,"May 11, 2025",Adaptive Headlights,New Feature,,,
2025.14.6,"May 11, 2025",Blind Spot Camera on Driver Screen,New Feature,,,
2025.14.6,"May 11, 2025",Alternative Trip Plans,New Feature,,,
2025.14.6,"May 11, 2025",Avoid Highways,New Feature,,,
2025.14.6,"May 11, 2025",Dashcam Update and Side Camera Recording,New Feature,,,
2025.14.6,"May 11, 2025",Save Trunk Height Based on Location,New Feature,,,
2025.14.6,"May 11, 2025",Lane Departure Avoidance,New Feature,,,
2025.14.6,"May 11, 2025",Save Frunk Height Based on Location,New Feature,,,
2025.14.6,"May 11, 2025",Comfort Drive Mode in Autopilot,New Feature,,,
2025.14.6,"May 11, 2025",Keyboard Languages,New Feature,,,
2025.14.6,"May 11, 2025",Keep Accessory Power On,New Feature,,,
2025.14.6,"May 11, 2025",Minor Updates,New Feature,,,
2025.14.6,"May 11, 2025",Improvements to Heated Steering Wheel,Undocumented Change,,,
2025.14.6,"May 11, 2025",Apple Music Improvements,Undocumented Change,,,
2025.14.6,"May 11, 2025",Language Support,Undocumented Change,,,
2025.14.6,"May 11, 2025",Sentry Mode Improvement,Undocumented Change,,,
2025.14.6,"May 11, 2025",Lane Departure Avoidance Updated to FSD,Undocumented Change,,,
2025.14.6,"May 11, 2025",Improved Dashcam Viewer,Undocumented Change,,,
2025.14.6,"May 11, 2025",Camera App,Undocumented Change,,,
2025.14.6,"May 11, 2025",Speedometer,Undocumented Change,,,
2025.14.6,"May 11, 2025",Sentry Mode Menu,Undocumented Change,,,
2025.14.6,"May 11, 2025",Service Mode Release Notes,Undocumented Change,,,
2025.2.200,"March 23, 2025",Minor Fixes,New Feature,,,
2025.2.8,"February 27, 2025",Wiper Wash Updates,New Feature,,,
2025.2.8,"February 27, 2025",Camera Visibility Detection,New Feature,,,
2025.2.8,"February 27, 2025",FSD (Supervised) v12.6.4,New Feature,,,
2025.2.8,"February 27, 2025",FSD (Supervised) v13.2.8,New Feature,,,
2025.2.8,"February 27, 2025",FSD (Supervised) v13.2.8,New Feature,,,
2025.2.8,"February 27, 2025",Start FSD (Supervised) from Park,New Feature,,,
2025.2.8,"February 27, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.2.8,"February 27, 2025",Update to Data Sharing,New Feature,,,
2025.2.8,"February 27, 2025",First-Row Cabin Sensing Update,New Feature,,,
2025.2.8,"February 27, 2025",Third-Party Fast Charger Preconditioning,New Feature,,,
2025.2.8,"February 27, 2025",Rear Cross-Traffic Chime,New Feature,,,
2025.2.8,"February 27, 2025",Hands-Free Trunk Opening for Android,New Feature,,,
2025.2.8,"February 27, 2025",Hands-Free Trunk or Frunk Opening for Android,New Feature,,,
2025.2.8,"February 27, 2025",Hands-Free Frunk Opening for Android,New Feature,,,
2025.2.8,"February 27, 2025",Trailer Profiles,New Feature,,,
2025.2.8,"February 27, 2025",Minor Updates,New Feature,,,
2025.2.8,"February 27, 2025",Autopilot Warnings,Undocumented Change,,,
2025.2.8,"February 27, 2025",Supercharger Notification,Undocumented Change,,,
2025.2.8,"February 27, 2025",Recommended Tire Pressure,Undocumented Change,,,
2025.2.8,"February 27, 2025",Service Mode,Undocumented Change,,,
2025.2.9,"March 11, 2025",Wiper Wash Updates,New Feature,,,
2025.2.9,"March 11, 2025",Camera Visibility Detection,New Feature,,,
2025.2.9,"March 11, 2025",First-Row Cabin Sensing Update,New Feature,,,
2025.2.9,"March 11, 2025",Third-Party Fast Charger Preconditioning,New Feature,,,
2025.2.9,"March 11, 2025",Rear Cross-Traffic Chime,New Feature,,,
2025.2.9,"March 11, 2025",Hands-Free Trunk Opening for Android,New Feature,,,
2025.2.9,"March 11, 2025",Hands-Free Trunk or Frunk Opening for Android,New Feature,,,
2025.2.9,"March 11, 2025",Hands-Free Frunk Opening for Android,New Feature,,,
2025.2.9,"March 11, 2025",Trailer Profiles,New Feature,,,
2025.2.9,"March 11, 2025",Minor Updates,New Feature,,,
2025.2.9,"March 11, 2025",Autopilot Warnings,Undocumented Change,,,
2025.2.9,"March 11, 2025",Supercharger Notification,Undocumented Change,,,
2025.2.9,"March 11, 2025",Recommended Tire Pressure,Undocumented Change,,,
2025.2.9,"March 11, 2025",Service Mode,Undocumented Change,,,
2025.20,"May 30, 2025",Unlatching Charge Cable,New Feature,,,
2025.20,"May 30, 2025",Supercharging Live Activity,New Feature,,,
2025.20,"May 30, 2025",Security Improvements,New Feature,,,
2025.20,"May 30, 2025",Trunk Open Warning,Undocumented Change,,,
2025.20,"May 30, 2025",Improved Energy App,Undocumented Change,,,
2025.20,"May 30, 2025",Orange Dot When Using Voice Commands,Undocumented Change,,,
2025.20,"May 30, 2025",Blind Spot Camera,Undocumented Change,,,
2025.20,"May 30, 2025",Dashcam Viewer Multi-Delete,Undocumented Change,,,
2025.20,"May 30, 2025",Privacy Section Now Lists Microphone,Undocumented Change,,,
2025.20,"May 30, 2025",Service Mode Improvements,Undocumented Change,,,
2025.20.100,"June 30, 2025",Minor Fixes,New Feature,,,
2025.20.100,"June 30, 2025",Minor Fixes,New Feature,,,
2025.20.100,"June 30, 2025",PIN to Drive,Undocumented Change,,,
2025.20.100,"June 30, 2025",Trunk Open Warning,Undocumented Change,,,
2025.20.100,"June 30, 2025",Improved Energy App,Undocumented Change,,,
2025.20.100,"June 30, 2025",Orange Dot When Using Voice Commands,Undocumented Change,,,
2025.20.100,"June 30, 2025",Dashcam Viewer Wider View,Undocumented Change,,,
2025.20.100,"June 30, 2025",Blind Spot Camera,Undocumented Change,,,
2025.20.100,"June 30, 2025",Dashcam Viewer Multi-Delete,Undocumented Change,,,
2025.20.100,"June 30, 2025",Privacy Section Now Lists Microphone,Undocumented Change,,,
2025.20.100,"June 30, 2025",Service Mode Improvements,Undocumented Change,,,
2025.20.3,"June 6, 2025",Forward Collision Warning Improvements,New Feature,,,
2025.20.3,"June 6, 2025",Camera Updates,New Feature,,,
2025.20.3,"June 6, 2025",Child Left Alone Detection,New Feature,,,
2025.20.3,"June 6, 2025",Unlatching Charge Cable,New Feature,,,
2025.20.3,"June 6, 2025",Supercharging Live Activity,New Feature,,,
2025.20.3,"June 6, 2025",Security Improvements,New Feature,,,
2025.20.3,"June 6, 2025",PIN to Drive,Undocumented Change,,,
2025.20.3,"June 6, 2025",Trunk Open Warning,Undocumented Change,,,
2025.20.3,"June 6, 2025",Improved Energy App,Undocumented Change,,,
2025.20.3,"June 6, 2025",Orange Dot When Using Voice Commands,Undocumented Change,,,
2025.20.3,"June 6, 2025",Dashcam Viewer Wider View,Undocumented Change,,,
2025.20.3,"June 6, 2025",Blind Spot Camera,Undocumented Change,,,
2025.20.3,"June 6, 2025",Dashcam Viewer Multi-Delete,Undocumented Change,,,
2025.20.3,"June 6, 2025",Privacy Section Now Lists Microphone,Undocumented Change,,,
2025.20.3,"June 6, 2025",Service Mode Improvements,Undocumented Change,,,
2025.26,"July 12, 2025",Grok (Beta),New Feature,,,
2025.26,"July 12, 2025",Child Left Alone Detection,New Feature,,,
2025.26,"July 12, 2025",Light Sync,New Feature,,,
2025.26,"July 12, 2025",Dashcam Update,New Feature,,,
2025.26,"July 12, 2025",Site Info at Arrival,New Feature,,,
2025.26,"July 12, 2025",Audio Settings Update,New Feature,,,
2025.26,"July 12, 2025",Onboarding Guide,New Feature,,,
2025.26,"July 12, 2025",New Lock Alert,Undocumented Change,,,
2025.26,"July 12, 2025",Mobile Access,Undocumented Change,,,
2025.26,"July 12, 2025",Battery Health Test Removed,Undocumented Change,,,
2025.26,"July 12, 2025",Tow Limit Exceeded,Undocumented Change,,,
2025.26,"July 12, 2025",Car Wash Mode Improvements,Undocumented Change,,,
2025.26,"July 12, 2025",Service Mode Improvements,Undocumented Change,,,
2025.26,"July 12, 2025",Sentry Mode With Ambient Lighting,Undocumented Change,,,
2025.26.100,"August 16, 2025",Minor Fixes,New Feature,,,
2025.26.100,"August 16, 2025",Minor Fixes,New Feature,,,
2025.26.100,"August 16, 2025",New Lock Alert,Undocumented Change,,,
2025.26.100,"August 16, 2025",Mobile Access,Undocumented Change,,,
2025.26.100,"August 16, 2025",Battery Health Test Removed,Undocumented Change,,,
2025.26.100,"August 16, 2025",Tow Limit Exceeded,Undocumented Change,,,
2025.26.100,"August 16, 2025",Car Wash Mode Improvements,Undocumented Change,,,
2025.26.100,"August 16, 2025",Service Mode Improvements,Undocumented Change,,,
2025.26.100,"August 16, 2025",Sentry Mode With Ambient Lighting,Undocumented Change,,,
2025.26.11,"October 1, 2025",Visualization Update,New Feature,,,
2025.26.11,"October 1, 2025",Voice Command Updates,New Feature,,,
2025.26.11,"October 1, 2025",Cabin Camera,New Feature,,,
2025.26.11,"October 1, 2025",Voice Command Updates,New Feature,,,
2025.26.11,"October 1, 2025",Vohico,New Feature,,,
2025.26.11,"October 1, 2025",Dashcam Update and Side Camera Recording,New Feature,,,
2025.26.11,"October 1, 2025",Dashcam Update,New Feature,,,
2025.26.11,"October 1, 2025",Light Sync,New Feature,,,
2025.26.11,"October 1, 2025",Site Info at Arrival,New Feature,,,
2025.26.11,"October 1, 2025",Audio Settings Update,New Feature,,,
2025.26.11,"October 1, 2025",Save Trunk Height Based on Location,New Feature,,,
2025.26.11,"October 1, 2025",Rear Cross-Traffic Chime,New Feature,,,
2025.26.11,"October 1, 2025",Keep Accessory Power On,New Feature,,,
2025.26.11,"October 1, 2025",Minor Updates,New Feature,,,
2025.26.11,"October 1, 2025",New Lock Alert,Undocumented Change,,,
2025.26.11,"October 1, 2025",Mobile Access,Undocumented Change,,,
2025.26.11,"October 1, 2025",Battery Health Test Removed,Undocumented Change,,,
2025.26.11,"October 1, 2025",Tow Limit Exceeded,Undocumented Change,,,
2025.26.11,"October 1, 2025",Car Wash Mode Improvements,Undocumented Change,,,
2025.26.11,"October 1, 2025",Service Mode Improvements,Undocumented Change,,,
2025.26.11,"October 1, 2025",Sentry Mode With Ambient Lighting,Undocumented Change,,,
2025.26.7.10,"August 28, 2025",FSD (Supervised) v13.2.9 Down Under,New Feature,,,
2025.26.7.10,"August 28, 2025",Full Self-Driving (Supervised) Down Under,New Feature,,,
2025.26.7.10,"August 28, 2025",Vision-Based Attention Monitoring,New Feature,,,
2025.26.7.10,"August 28, 2025",New Lock Alert,Undocumented Change,,,
2025.26.7.10,"August 28, 2025",Mobile Access,Undocumented Change,,,
2025.26.7.10,"August 28, 2025",Battery Health Test Removed,Undocumented Change,,,
2025.26.7.10,"August 28, 2025",Tow Limit Exceeded,Undocumented Change,,,
2025.26.7.10,"August 28, 2025",Car Wash Mode Improvements,Undocumented Change,,,
2025.26.7.10,"August 28, 2025",Service Mode Improvements,Undocumented Change,,,
2025.26.7.10,"August 28, 2025",Sentry Mode With Ambient Lighting,Undocumented Change,,,
2025.32,"August 20, 2025",Low Power Mode,New Feature,,,
2025.32,"August 20, 2025",Minor Updates,New Feature,,,
2025.32,"August 20, 2025",FSD Strikes,Undocumented Change,,,
2025.32,"August 20, 2025",Summon Standby,Undocumented Change,,,
2025.32,"August 20, 2025",Grok Reminder,Undocumented Change,,,
2025.32,"August 20, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32,"August 20, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32,"August 20, 2025",Improved Visualizations,Undocumented Change,,,
2025.32,"August 20, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32,"August 20, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.100,"September 24, 2025",Minor Fixes,New Feature,,,
2025.32.100,"September 24, 2025",FSD Strikes,Undocumented Change,,,
2025.32.100,"September 24, 2025",Summon Standby,Undocumented Change,,,
2025.32.100,"September 24, 2025",Grok Reminder,Undocumented Change,,,
2025.32.100,"September 24, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.100,"September 24, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.100,"September 24, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.100,"September 24, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.100,"September 24, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.3,"September 2, 2025",Rave Cave,New Feature,,,
2025.32.3,"September 2, 2025",Frontal Airbag System Enhancement,New Feature,,,
2025.32.3,"September 2, 2025",Low Power Mode,New Feature,,,
2025.32.3,"September 2, 2025",Minor Updates,New Feature,,,
2025.32.3,"September 2, 2025",FSD Strikes,Undocumented Change,,,
2025.32.3,"September 2, 2025",Summon Standby,Undocumented Change,,,
2025.32.3,"September 2, 2025",Grok Reminder,Undocumented Change,,,
2025.32.3,"September 2, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.3,"September 2, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.3,"September 2, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.3,"September 2, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.3,"September 2, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.6,"September 15, 2025",Child Left Alone Detection,New Feature,,,
2025.32.6,"September 15, 2025",Security Improvements,New Feature,,,
2025.32.6,"September 15, 2025",Rave Cave,New Feature,,,
2025.32.6,"September 15, 2025",Frontal Airbag System Enhancement,New Feature,,,
2025.32.6,"September 15, 2025",Low Power Mode,New Feature,,,
2025.32.6,"September 15, 2025",Minor Updates,New Feature,,,
2025.32.6,"September 15, 2025",FSD Strikes,Undocumented Change,,,
2025.32.6,"September 15, 2025",Summon Standby,Undocumented Change,,,
2025.32.6,"September 15, 2025",Grok Reminder,Undocumented Change,,,
2025.32.6,"September 15, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.6,"September 15, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.6,"September 15, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.6,"September 15, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.6,"September 15, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",FSD (Supervised) v14.1.2,New Feature,,,
2025.32.8.10,"October 16, 2025",Arrival Options,New Feature,,,
2025.32.8.10,"October 16, 2025",Speed Profiles,New Feature,,,
2025.32.8.10,"October 16, 2025",UI Improvements,New Feature,,,
2025.32.8.10,"October 16, 2025",Brake Confirm,New Feature,,,
2025.32.8.10,"October 16, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.32.8.10,"October 16, 2025",Child Left Alone Detection,New Feature,,,
2025.32.8.10,"October 16, 2025",Rave Cave,New Feature,,,
2025.32.8.10,"October 16, 2025",Frontal Airbag System Enhancement,New Feature,,,
2025.32.8.10,"October 16, 2025",Low Power Mode,New Feature,,,
2025.32.8.10,"October 16, 2025",Security Improvements,New Feature,,,
2025.32.8.10,"October 16, 2025",Minor Updates,New Feature,,,
2025.32.8.10,"October 16, 2025",FSD Strikes,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",Summon Standby,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",Grok Reminder,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.8.10,"October 16, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",FSD (Supervised) v14.1.3,New Feature,,,
2025.32.8.15,"October 20, 2025",Child Left Alone Detection,New Feature,,,
2025.32.8.15,"October 20, 2025",Arrival Options,New Feature,,,
2025.32.8.15,"October 20, 2025",Speed Profiles,New Feature,,,
2025.32.8.15,"October 20, 2025",UI Improvements,New Feature,,,
2025.32.8.15,"October 20, 2025",Brake Confirm,New Feature,,,
2025.32.8.15,"October 20, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.32.8.15,"October 20, 2025",Rave Cave,New Feature,,,
2025.32.8.15,"October 20, 2025",Frontal Airbag System Enhancement,New Feature,,,
2025.32.8.15,"October 20, 2025",Low Power Mode,New Feature,,,
2025.32.8.15,"October 20, 2025",Security Improvements,New Feature,,,
2025.32.8.15,"October 20, 2025",Minor Updates,New Feature,,,
2025.32.8.15,"October 20, 2025",FSD Strikes,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",Summon Standby,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",Grok Reminder,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.8.15,"October 20, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",FSD (Supervised) v14.1.4,New Feature,,,
2025.32.8.16,"October 25, 2025",Arrival Options,New Feature,,,
2025.32.8.16,"October 25, 2025",Speed Profiles,New Feature,,,
2025.32.8.16,"October 25, 2025",UI Improvements,New Feature,,,
2025.32.8.16,"October 25, 2025",Brake Confirm,New Feature,,,
2025.32.8.16,"October 25, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.32.8.16,"October 25, 2025",Child Left Alone Detection,New Feature,,,
2025.32.8.16,"October 25, 2025",Rave Cave,New Feature,,,
2025.32.8.16,"October 25, 2025",Frontal Airbag System Enhancement,New Feature,,,
2025.32.8.16,"October 25, 2025",Low Power Mode,New Feature,,,
2025.32.8.16,"October 25, 2025",Security Improvements,New Feature,,,
2025.32.8.16,"October 25, 2025",Minor Updates,New Feature,,,
2025.32.8.16,"October 25, 2025",FSD Strikes,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",Summon Standby,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",Grok Reminder,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.8.16,"October 25, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",FSD (Supervised) v14.1,New Feature,,,
2025.32.8.5,"October 7, 2025",Arrival Options,New Feature,,,
2025.32.8.5,"October 7, 2025",Speed Profiles,New Feature,,,
2025.32.8.5,"October 7, 2025",UI Improvements,New Feature,,,
2025.32.8.5,"October 7, 2025",Brake Confirm,New Feature,,,
2025.32.8.5,"October 7, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.32.8.5,"October 7, 2025",Child Left Alone Detection,New Feature,,,
2025.32.8.5,"October 7, 2025",Rave Cave,New Feature,,,
2025.32.8.5,"October 7, 2025",Frontal Airbag System Enhancement,New Feature,,,
2025.32.8.5,"October 7, 2025",Low Power Mode,New Feature,,,
2025.32.8.5,"October 7, 2025",Security Improvements,New Feature,,,
2025.32.8.5,"October 7, 2025",Minor Updates,New Feature,,,
2025.32.8.5,"October 7, 2025",FSD Strikes,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",Summon Standby,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",Grok Reminder,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.8.5,"October 7, 2025",Service Mode Improvements,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",FSD (Supervised) v14.1.1,New Feature,,,
2025.32.8.6,"October 12, 2025",Arrival Options,New Feature,,,
2025.32.8.6,"October 12, 2025",Speed Profiles,New Feature,,,
2025.32.8.6,"October 12, 2025",UI Improvements,New Feature,,,
2025.32.8.6,"October 12, 2025",Brake Confirm,New Feature,,,
2025.32.8.6,"October 12, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.32.8.6,"October 12, 2025",Child Left Alone Detection,New Feature,,,
2025.32.8.6,"October 12, 2025",Rave Cave,New Feature,,,
2025.32.8.6,"October 12, 2025",Frontal Airbag System Enhancement,New Feature,,,
2025.32.8.6,"October 12, 2025",Low Power Mode,New Feature,,,
2025.32.8.6,"October 12, 2025",Security Improvements,New Feature,,,
2025.32.8.6,"October 12, 2025",Minor Updates,New Feature,,,
2025.32.8.6,"October 12, 2025",FSD Strikes,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",Summon Standby,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",Grok Reminder,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",PIN to Drive Supports Start FSD From Park,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",Drowsiness Detected,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",Improved Visualizations,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",Bluetooth Audio,Undocumented Change,,,
2025.32.8.6,"October 12, 2025",Service Mode Improvements,Undocumented Change,,,
2025.38,"October 9, 2025",3D Buildings,New Feature,,,
2025.38,"October 9, 2025",Dashcam Viewer Updates,New Feature,,,
2025.38,"October 9, 2025",Side Cameras Recording,New Feature,,,
2025.38,"October 9, 2025",New Scroll Wheel Functions,New Feature,,,
2025.38,"October 9, 2025",Grok (Beta),New Feature,,,
2025.38,"October 9, 2025",Onboarding Guide,New Feature,,,
2025.38,"October 9, 2025",Minor Updates,New Feature,,,
2025.38,"October 9, 2025",Santa Mode,Undocumented Change,,,
2025.38,"October 9, 2025",New FSD Guide,Undocumented Change,,,
2025.38,"October 9, 2025",More Charging Information,Undocumented Change,,,
2025.38,"October 9, 2025",Keep Accessory Power On App Control,Undocumented Change,,,
2025.38,"October 9, 2025",Buy Parts,Undocumented Change,,,
2025.38,"October 9, 2025",Charger Visualization,Undocumented Change,,,
2025.38,"October 9, 2025",Service Mode Improvements,Undocumented Change,,,
2025.38.3,"October 10, 2025",Tron Mode,New Feature,,,
2025.38.3,"October 10, 2025",3D Buildings,New Feature,,,
2025.38.3,"October 10, 2025",Satellite View,New Feature,,,
2025.38.3,"October 10, 2025",Dashcam Viewer Updates,New Feature,,,
2025.38.3,"October 10, 2025",Side Cameras Recording,New Feature,,,
2025.38.3,"October 10, 2025",New Scroll Wheel Functions,New Feature,,,
2025.38.3,"October 10, 2025",Grok (Beta),New Feature,,,
2025.38.3,"October 10, 2025",Onboarding Guide,New Feature,,,
2025.38.3,"October 10, 2025",Minor Updates,New Feature,,,
2025.38.3,"October 10, 2025",Santa Mode,Undocumented Change,,,
2025.38.3,"October 10, 2025",New FSD Guide,Undocumented Change,,,
2025.38.3,"October 10, 2025",More Charging Information,Undocumented Change,,,
2025.38.3,"October 10, 2025",Keep Accessory Power On App Control,Undocumented Change,,,
2025.38.3,"October 10, 2025",Buy Parts,Undocumented Change,,,
2025.38.3,"October 10, 2025",Charger Visualization,Undocumented Change,,,
2025.38.3,"October 10, 2025",Service Mode Improvements,Undocumented Change,,,
2025.38.8.5,"November 3, 2025",FSD (Supervised) v14.1.5,New Feature,,,
2025.38.8.5,"November 3, 2025",Arrival Options,New Feature,,,
2025.38.8.5,"November 3, 2025",Speed Profiles,New Feature,,,
2025.38.8.5,"November 3, 2025",UI Improvements,New Feature,,,
2025.38.8.5,"November 3, 2025",Brake Confirm,New Feature,,,
2025.38.8.5,"November 3, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.38.8.5,"November 3, 2025",Santa Mode,Undocumented Change,,,
2025.38.8.5,"November 3, 2025",New FSD Guide,Undocumented Change,,,
2025.38.8.5,"November 3, 2025",More Charging Information,Undocumented Change,,,
2025.38.8.5,"November 3, 2025",Keep Accessory Power On App Control,Undocumented Change,,,
2025.38.8.5,"November 3, 2025",Buy Parts,Undocumented Change,,,
2025.38.8.5,"November 3, 2025",Charger Visualization,Undocumented Change,,,
2025.38.8.5,"November 3, 2025",Service Mode Improvements,Undocumented Change,,,
2025.38.8.7,"November 12, 2025",FSD (Supervised) v14.1.7,New Feature,,,
2025.38.8.7,"November 12, 2025",Arrival Options,New Feature,,,
2025.38.8.7,"November 12, 2025",Speed Profiles,New Feature,,,
2025.38.8.7,"November 12, 2025",UI Improvements,New Feature,,,
2025.38.8.7,"November 12, 2025",Brake Confirm,New Feature,,,
2025.38.8.7,"November 12, 2025",Full Self-Driving (Supervised),New Feature,,,
2025.38.8.7,"November 12, 2025",Tron Mode,New Feature,,,
2025.38.8.7,"November 12, 2025",3D Buildings,New Feature,,,
2025.38.8.7,"November 12, 2025",Satellite View,New Feature,,,
2025.38.8.7,"November 12, 2025",Dashcam Viewer Updates,New Feature,,,
2025.38.8.7,"November 12, 2025",Side Cameras Recording,New Feature,,,
2025.38.8.7,"November 12, 2025",New Scroll Wheel Functions,New Feature,,,
